Date,Open,High,Low,Close,Adj Close,Volume
2019-11-01,107.919998,109.879997,107.599998,109.849998,109.797180,2133600
2019-11-04,110.290001,110.599998,109.349998,109.500000,109.447350,1879700
2019-11-05,109.629997,110.070000,109.180000,109.519997,109.467339,1357000
2019-11-06,109.449997,109.500000,108.150002,108.309998,108.257919,3852000
2019-11-07,108.760002,109.110001,108.059998,108.349998,108.297897,1261300
2019-11-08,108.010002,110.459999,107.580002,110.360001,110.306938,1611800
2019-11-11,109.940002,110.209999,109.440002,110.040001,109.987091,1866400
2019-11-12,110.019997,111.330002,109.820000,110.379997,110.326920,2516900
2019-11-13,110.000000,111.150002,109.529999,110.580002,110.526833,1689000
2019-11-14,110.190002,110.680000,108.790001,109.849998,109.797180,3426000
2019-11-15,110.290001,111.620003,110.260002,111.500000,111.446388,2175600
2019-11-18,111.540001,111.849998,110.580002,111.239998,111.186508,1957500
2019-11-19,111.930000,113.779999,111.820000,113.449997,113.395447,2788000
2019-11-20,113.000000,114.629997,112.750000,113.959999,113.905205,4992300
2019-11-21,114.260002,114.419998,113.150002,114.300003,114.245041,3851400
2019-11-22,114.750000,115.529999,114.160004,115.410004,115.354507,4064400
2019-11-25,116.190002,118.750000,116.160004,118.250000,118.193138,4700200
2019-11-26,118.690002,118.830002,117.959999,118.480003,118.423035,2827800
2019-11-27,118.639999,119.519997,118.410004,119.389999,119.332596,1750500
2019-11-29,119.019997,120.050003,118.980003,119.650002,119.592468,1345200
2019-12-02,119.639999,119.949997,117.769997,118.449997,118.393044,2708300
2019-12-03,117.900002,119.339996,117.430000,119.150002,119.092712,1997000
2019-12-04,119.489998,120.510002,118.750000,120.400002,120.342110,1698600
2019-12-05,119.919998,120.000000,118.250000,118.860001,118.802849,3594200
2019-12-06,119.519997,120.309998,119.019997,120.029999,119.972282,3085600
2019-12-09,120.360001,121.160004,119.300003,119.410004,119.352585,1899800
2019-12-10,119.139999,120.440002,118.709999,120.099998,120.042252,1664000
2019-12-11,120.199997,120.919998,119.190002,119.480003,119.422554,1795700
2019-12-12,119.230003,121.099998,119.230003,120.290001,120.232162,1847000
2019-12-13,120.669998,122.000000,119.889999,120.629997,120.571991,2851200
2019-12-16,121.430000,121.949997,120.769997,121.610001,121.610001,1964000
2019-12-17,121.620003,121.660004,120.379997,120.989998,120.989998,1462700
2019-12-18,120.820000,121.300003,119.830002,120.559998,120.559998,1735700
2019-12-19,120.800003,121.169998,120.059998,121.150002,121.150002,1722900
2019-12-20,121.349998,122.129997,121.040001,122.050003,122.050003,3751500
2019-12-23,122.550003,123.040001,121.690002,122.919998,122.919998,4348700
2019-12-24,122.720001,123.739998,122.480003,123.500000,123.500000,973200
2019-12-26,123.510002,123.680000,122.400002,122.580002,122.580002,2539500
2019-12-27,123.099998,123.099998,121.169998,121.559998,121.559998,3284500
2019-12-30,121.339996,121.790001,119.660004,120.180000,120.180000,4155100
2019-12-31,119.970001,120.750000,119.480003,120.510002,120.510002,3002900
2020-01-02,121.300003,121.750000,118.940002,119.889999,119.889999,2844400
2020-01-03,118.199997,119.139999,117.769997,118.360001,118.360001,5480900
2020-01-06,117.690002,119.180000,116.949997,119.120003,119.120003,2199100
2020-01-07,119.160004,119.639999,117.959999,119.150002,119.150002,1718400
2020-01-08,119.070000,120.879997,118.860001,120.220001,120.220001,3388200
2020-01-09,120.809998,121.629997,120.529999,121.040001,121.040001,1979400
2020-01-10,121.199997,121.910004,120.379997,120.449997,120.449997,2498500
2020-01-13,120.580002,120.580002,118.080002,119.160004,119.160004,3960100
2020-01-14,119.050003,121.620003,118.379997,121.110001,121.110001,3855900
