Date,Open,High,Low,Close,Adj Close,Volume
2019-11-01,304.920013,306.190002,304.739990,306.140015,304.642242,71141500
2019-11-04,307.850006,308.000000,306.959991,307.369995,305.866211,60606900
2019-11-05,307.589996,307.920013,306.709991,307.029999,305.527863,42933200
2019-11-06,307.029999,307.399994,306.059998,307.100006,305.597534,46487100
2019-11-07,308.570007,309.649994,307.660004,308.179993,306.672241,54272300
2019-11-08,307.799988,309.000000,307.029999,308.940002,307.428528,49032100
2019-11-11,307.420013,308.540009,307.269989,308.350006,306.841400,35797300
2019-11-12,308.750000,309.989990,308.149994,309.000000,307.488220,46484600
2019-11-13,307.910004,309.540009,307.660004,309.100006,307.587738,53917700
2019-11-14,308.790009,309.640015,308.089996,309.549988,308.035522,51219900
2019-11-15,311.019989,311.839996,310.260010,311.790009,310.264587,62023600
2019-11-18,311.529999,312.279999,311.029999,312.019989,310.493439,49228000
2019-11-19,312.679993,312.690002,311.220001,311.929993,310.403900,67804700
2019-11-20,311.279999,311.850006,309.059998,310.769989,309.249542,79406200
2019-11-21,310.890015,311.010010,309.390015,310.269989,308.752014,54664700
2019-11-22,311.089996,311.239990,309.850006,310.959991,309.438629,44850200
2019-11-25,311.980011,313.369995,311.980011,313.369995,311.836853,48647200
2019-11-26,313.410004,314.279999,313.059998,314.079987,312.543365,37569000
2019-11-27,314.609985,315.480011,314.369995,315.480011,313.936523,44444600
2019-11-29,314.859985,315.130005,314.059998,314.309998,312.772247,36592700
2019-12-02,314.589996,314.660004,311.170013,311.640015,310.115326,75767800
2019-12-03,308.649994,309.640015,307.130005,309.549988,308.035522,73941700
2019-12-04,310.700012,312.119995,310.320007,311.459991,309.936188,49080000
2019-12-05,312.230011,312.250000,310.579987,312.019989,310.493439,40709000
2019-12-06,314.119995,315.309998,314.109985,314.869995,313.329498,48927000
2019-12-09,314.440002,315.179993,313.799988,313.880005,312.344360,34838500
2019-12-10,313.820007,314.549988,312.809998,313.529999,311.996063,52649800
2019-12-11,314.029999,314.700012,313.440002,314.420013,312.881714,53429100
2019-12-12,314.429993,317.989990,314.170013,317.130005,315.578461,96389600
2019-12-13,316.869995,318.670013,316.019989,317.320007,315.767517,81503900
2019-12-16,319.220001,320.149994,317.250000,319.500000,317.936859,82749700
2019-12-17,319.920013,320.250000,319.480011,319.570007,318.006531,61097700
2019-12-18,320.000000,320.250000,319.529999,319.589996,318.026398,48133000
2019-12-19,319.799988,320.980011,319.519989,320.899994,319.329987,85310500
2019-12-20,320.459991,321.970001,319.390015,320.730011,320.730011,147142100
2019-12-23,321.589996,321.649994,321.059998,321.220001,321.220001,52990000
2019-12-24,321.470001,321.519989,320.899994,321.230011,321.230011,20270000
2019-12-26,321.649994,322.950012,321.640015,322.940002,322.940002,30911200
2019-12-27,323.739990,323.799988,322.279999,322.859985,322.859985,42528800
2019-12-30,322.950012,323.100006,320.549988,321.079987,321.079987,49729100
2019-12-31,320.529999,322.130005,320.149994,321.859985,321.859985,57077300
2020-01-02,323.540009,324.890015,322.529999,324.869995,324.869995,59151200
2020-01-03,321.160004,323.640015,321.100006,322.410004,322.410004,77709700
2020-01-06,320.489990,323.730011,320.359985,323.640015,323.640015,55653900
2020-01-07,323.019989,323.540009,322.239990,322.730011,322.730011,40496400
2020-01-08,322.940002,325.779999,322.670013,324.450012,324.450012,68296000
