Date,Open,High,Low,Close,Adj Close,Volume
2019-11-04,57.639999,57.660000,56.980000,57.130001,56.914841,5292800
2019-11-05,57.009998,57.049999,56.619999,56.830002,56.615974,6170600
2019-11-06,56.860001,57.200001,56.840000,57.090000,56.874992,5330200
2019-11-07,57.119999,57.139999,56.759998,56.900002,56.685707,5059500
2019-11-08,56.779999,56.919998,56.660000,56.810001,56.596046,5316300
2019-11-11,56.680000,56.830002,56.630001,56.689999,56.476498,2441500
2019-11-12,56.700001,56.840000,56.560001,56.669998,56.456573,2817900
2019-11-13,56.639999,57.189999,56.599998,57.110001,56.894917,3583200
2019-11-14,57.160000,57.330002,57.080002,57.290001,57.074238,2722200
2019-11-15,57.400002,57.430000,57.220001,57.419998,57.203747,3135600
2019-11-18,57.380001,57.630001,57.340000,57.410000,57.300564,2231900
2019-11-19,57.419998,57.490002,57.250000,57.410000,57.300564,2808200
2019-11-20,57.349998,57.520000,57.160000,57.389999,57.280602,3393000
2019-11-21,57.380001,57.380001,56.970001,57.049999,56.941250,4048900
2019-11-22,57.150002,57.169998,56.810001,57.060001,56.951233,3607700
2019-11-25,57.139999,57.299999,56.959999,57.020000,56.911308,3072700
2019-11-26,57.060001,57.480000,57.029999,57.439999,57.330505,3551700
2019-11-27,57.450001,57.619999,57.349998,57.560001,57.450279,3988300
2019-11-29,57.599998,57.759998,57.410000,57.459999,57.350468,1755100
2019-12-02,57.349998,57.439999,56.900002,56.919998,56.811497,11358700
2019-12-03,56.759998,56.970001,56.750000,56.959999,56.851421,4050200
2019-12-04,56.900002,57.369999,56.880001,57.270000,57.160831,3901100
2019-12-05,57.200001,57.430000,57.099998,57.430000,57.320526,2595500
2019-12-06,57.480000,57.740002,57.459999,57.549999,57.440296,2961100
2019-12-09,57.560001,57.619999,57.430000,57.509998,57.400372,2019500
2019-12-10,57.509998,57.529999,57.299999,57.389999,57.280602,2197000
2019-12-11,57.430000,57.470001,57.080002,57.230000,57.120907,2240300
2019-12-12,57.220001,57.450001,56.970001,57.099998,56.991154,5313900
2019-12-13,57.080002,57.369999,56.930000,57.340000,57.230698,5513300
2019-12-16,57.490002,57.709999,57.310001,57.660000,57.550087,3032500
2019-12-17,57.750000,57.889999,57.580002,57.590000,57.480221,2797800
2019-12-18,57.689999,57.790001,57.540001,57.700001,57.590012,1707300
2019-12-19,57.720001,57.959999,57.680000,57.919998,57.809589,1890500
2019-12-20,58.029999,58.430000,58.000000,58.230000,58.118999,3347600
2019-12-23,58.230000,58.369999,57.770000,57.779999,57.779999,2224800
2019-12-24,57.849998,57.919998,57.709999,57.860001,57.860001,1602000
2019-12-26,57.930000,58.040001,57.849998,58.000000,58.000000,1359300
2019-12-27,58.119999,58.209999,58.000000,58.180000,58.180000,2391700
2019-12-30,58.110001,58.139999,57.889999,58.080002,58.080002,2153000
2019-12-31,58.070000,58.360001,57.990002,58.340000,58.340000,2407100
2020-01-02,58.500000,58.500000,57.700001,57.919998,57.919998,4462600
2020-01-03,57.619999,58.160000,57.619999,58.020000,58.020000,3130900
2020-01-06,57.849998,58.139999,57.849998,58.080002,58.080002,2198300
2020-01-07,57.950001,57.950001,57.650002,57.740002,57.740002,2698800
2020-01-08,57.820000,58.099998,57.779999,57.910000,57.910000,5078900
2020-01-09,57.950001,58.240002,57.939999,58.200001,58.200001,2455100
