,ds,yhat,yhat_lower,yhat_upper,Adj Close,difference,difference_pct
1208,2019-11-01,127.24467027559162,125.98250708729786,128.53664003100494,126.811302,-0.4333682755916186,-0.34%
1209,2019-11-04,127.01892061606773,125.75263821093732,128.2508344363225,126.21449299999999,-0.8044276160677413,-0.64%
1210,2019-11-05,126.9884358369442,125.68534226087522,128.19289826594496,125.48838799999999,-1.5000478369442192,-1.20%
1211,2019-11-06,126.98091404947405,125.76093033704713,128.18086933001103,126.194603,-0.7863110494740511,-0.62%
1212,2019-11-07,126.93285546826294,125.70246511961665,128.14484449501282,125.209869,-1.7229864682629454,-1.38%
1213,2019-11-08,126.92808522877169,125.71601899046276,128.0933757390472,125.040779,-1.887306228771692,-1.51%
1214,2019-11-11,126.75195334569374,125.48588930241345,127.989910826444,125.08056599999999,-1.671387345693745,-1.34%
1215,2019-11-12,126.74705883476831,125.51856654536908,127.97484681872444,125.19993600000001,-1.5471228347683024,-1.24%
1216,2019-11-13,126.76928019545569,125.64672485048231,127.93279106082392,125.498337,-1.2709431954556862,-1.01%
1217,2019-11-14,126.75475918123216,125.49333451973364,127.94902564887796,126.154823,-0.5999361812321666,-0.48%
1218,2019-11-15,126.78687803673711,125.60030486404058,128.0056330607632,126.17471299999998,-0.6121650367371245,-0.49%
1219,2019-11-18,126.73599000502581,125.51876045861306,127.88085322826237,126.313965,-0.42202500502581586,-0.33%
1220,2019-11-19,126.77556393994078,125.57256417977572,128.0529518715112,126.56263,-0.21293393994078258,-0.17%
1221,2019-11-20,126.84244298918703,125.57984246135008,128.02410909664894,126.741676,-0.10076698918703642,-0.08%
1222,2019-11-21,126.87203632685559,125.53048513473485,128.09263460727166,126.443275,-0.428761326855593,-0.34%
1223,2019-11-22,126.9469961728418,125.66090006334359,128.11816777221077,126.79141200000001,-0.15558417284179882,-0.12%
1224,2019-11-25,127.01007849881486,125.8346680869975,128.36931469057538,127.229073,0.21899450118513641,0.17%
1225,2019-11-26,127.08073002601415,125.82718044087459,128.2840493020815,127.55731999999999,0.47658997398583836,0.37%
1226,2019-11-27,127.17437321740182,125.96808580980847,128.3900774875716,127.54735600000001,0.37298278259818574,0.29%
1227,2019-11-29,127.31808603613716,126.04232983813004,128.61558039541345,127.28875,-0.029336036137166843,-0.02%
1228,2019-12-02,127.40145791349485,126.21297976683863,128.70217076534408,126.73620600000001,-0.665251913494842,-0.52%
1229,2019-12-03,127.46874743398536,126.24286040525882,128.5554230782964,127.71363799999999,0.24489056601463233,0.19%
