Date,Open,High,Low,Close,Adj Close,Volume
2019-11-01,271.859985,273.339996,271.690002,273.339996,272.004425,2989400
2019-11-04,274.730011,275.049988,273.959991,274.549988,273.208496,1543200
2019-11-05,275.079987,275.510010,274.429993,274.809998,273.467255,1706300
2019-11-06,275.019989,275.209991,273.989990,274.799988,273.457306,1605900
2019-11-07,276.559998,278.049988,276.559998,277.049988,275.696289,3023800
2019-11-08,277.160004,277.239990,276.049988,277.070007,275.716217,1512000
2019-11-11,275.790009,277.410004,275.390015,277.160004,275.805756,1729000
2019-11-12,277.429993,277.989990,276.640015,277.290009,275.935120,1694000
2019-11-13,276.339996,278.399994,276.170013,278.049988,276.691376,2595600
2019-11-14,277.880005,278.320007,277.089996,278.230011,276.870544,1582600
2019-11-15,278.869995,279.950012,278.500000,279.940002,279.087769,2363300
2019-11-18,279.760010,280.359985,279.609985,280.269989,279.416748,1790500
2019-11-19,280.829987,280.839996,278.869995,279.329987,278.479614,1928300
2019-11-20,278.640015,278.899994,276.720001,278.200012,277.353058,2463600
2019-11-21,278.329987,278.420013,277.160004,277.720001,276.874512,1382100
2019-11-22,278.380005,279.029999,277.790009,278.859985,278.011047,1419300
2019-11-25,279.679993,280.809998,279.640015,280.799988,279.945129,1811100
2019-11-26,281.070007,281.579987,280.609985,281.359985,280.503418,1300300
2019-11-27,281.609985,281.910004,281.010010,281.910004,281.051758,1786300
2019-11-29,281.299988,281.570007,280.839996,280.950012,280.094696,811900
2019-12-02,281.450012,281.489990,278.200012,278.200012,277.353058,2544300
2019-12-03,275.429993,275.640015,273.619995,275.510010,274.671265,3834300
2019-12-04,277.000000,277.760010,276.609985,277.049988,276.206543,1928500
2019-12-05,277.859985,277.859985,276.149994,277.359985,276.515594,1453000
2019-12-06,279.450012,280.940002,279.390015,280.700012,279.845459,2686400
2019-12-09,280.440002,280.720001,279.700012,279.760010,278.908325,1206100
2019-12-10,279.690002,280.140015,278.630005,279.459991,278.609222,1406900
2019-12-11,279.130005,279.899994,278.649994,279.720001,278.868439,1921700
2019-12-12,279.519989,282.950012,279.239990,281.950012,281.091644,3768600
2019-12-13,281.929993,283.609985,281.000000,282.109985,281.251129,3065500
2019-12-16,282.929993,284.109985,282.929993,283.070007,282.208252,2117200
2019-12-17,283.190002,284.000000,282.910004,283.399994,282.537231,1697900
2019-12-18,283.790009,283.910004,283.149994,283.209991,282.347809,1592600
2019-12-19,283.649994,284.540009,283.570007,284.459991,283.593994,1815100
2019-12-20,284.760010,285.059998,284.320007,284.459991,284.459991,3637000
2019-12-23,285.339996,285.660004,285.149994,285.329987,285.329987,2564700
2019-12-24,285.630005,285.630005,284.869995,285.010010,285.010010,611600
2019-12-26,285.230011,286.100006,285.200012,286.059998,286.059998,931600
2019-12-27,286.829987,286.850006,285.899994,286.329987,286.329987,1930200
2019-12-30,286.339996,286.410004,284.119995,284.529999,284.529999,2552900
2019-12-31,283.910004,285.309998,283.559998,285.100006,285.100006,1341300
2020-01-02,286.440002,288.630005,286.149994,288.619995,288.619995,3865500
2020-01-03,285.339996,287.109985,285.179993,286.320007,286.320007,3296700
2020-01-06,284.290009,287.029999,284.160004,286.980011,286.980011,1645100
2020-01-07,286.299988,286.790009,285.579987,285.739990,285.739990,1413000
2020-01-08,285.320007,288.670013,285.079987,287.399994,287.399994,3136700
2020-01-09,288.950012,289.839996,288.429993,289.559998,289.559998,1783100
2020-01-10,289.959991,290.040009,287.839996,288.239990,288.239990,2989600
2020-01-13,288.790009,289.079987,288.140015,289.019989,289.019989,1463300
