Date,Open,High,Low,Close,Adj Close,Volume
2019-11-01,83.949997,84.669998,83.820000,84.669998,84.394669,9920600
2019-11-04,85.320000,85.370003,84.930000,85.110001,84.833244,10181600
2019-11-05,85.349998,85.379997,84.720001,85.010002,84.733566,7899800
2019-11-06,85.000000,85.050003,84.540001,84.970001,84.693695,8538600
2019-11-07,85.540001,86.120003,85.400002,85.639999,85.361519,14042500
2019-11-08,85.419998,86.120003,85.080002,86.120003,85.839958,6286500
2019-11-11,85.629997,86.279999,85.519997,86.160004,85.879829,4244000
2019-11-12,86.279999,86.769997,86.070000,86.449997,86.168877,8281200
2019-11-13,86.110001,86.720001,86.089996,86.639999,86.358261,7686100
2019-11-14,86.300003,86.610001,86.059998,86.540001,86.258591,6091300
2019-11-15,87.150002,87.239998,86.879997,87.239998,86.956314,7062400
2019-11-18,87.209999,87.629997,86.879997,87.500000,87.215469,6511100
2019-11-19,87.849998,87.930000,87.349998,87.669998,87.384911,7043700
2019-11-20,87.470001,87.730003,86.480003,87.139999,86.856636,12379900
2019-11-21,86.970001,87.070000,86.519997,86.699997,86.418068,9377700
2019-11-22,86.949997,87.089996,86.250000,86.589996,86.308426,5890000
2019-11-25,86.980003,87.849998,86.949997,87.849998,87.564331,7369900
2019-11-26,87.900002,88.150002,87.760002,87.930000,87.644073,9727200
2019-11-27,88.199997,88.419998,87.940002,88.419998,88.132477,9348500
2019-11-29,88.190002,88.330002,88.010002,88.160004,87.873329,5680100
2019-12-02,88.199997,88.199997,86.519997,86.900002,86.617424,11583800
2019-12-03,85.529999,86.190002,85.160004,86.129997,85.849922,11247200
2019-12-04,86.690002,86.760002,86.349998,86.480003,86.198792,6914500
2019-12-05,86.790001,86.870003,86.389999,86.800003,86.517746,7810300
2019-12-06,87.459999,87.839996,87.389999,87.760002,87.474625,9203500
2019-12-09,87.610001,87.889999,87.300003,87.300003,87.016121,5685100
2019-12-10,87.440002,87.830002,87.150002,87.370003,87.085892,6175400
2019-12-11,87.599998,88.040001,87.419998,87.959999,87.673973,4939500
2019-12-12,87.709999,89.029999,87.500000,88.900002,88.610916,12094700
2019-12-13,88.809998,89.690002,88.639999,89.489998,89.198997,13128100
2019-12-16,90.169998,90.599998,90.150002,90.290001,89.996399,9872300
2019-12-17,90.449997,90.489998,89.959999,90.080002,89.787079,7459700
2019-12-18,90.190002,90.419998,90.040001,90.070000,89.777107,6485100
2019-12-19,90.129997,90.730003,90.099998,90.720001,90.424995,6862000
2019-12-20,90.959999,91.059998,90.720001,90.949997,90.949997,11700400
2019-12-23,91.230003,91.440002,91.099998,91.209999,91.209999,7765200
2019-12-24,91.370003,91.370003,91.029999,91.239998,91.239998,2445400
2019-12-26,91.430000,91.940002,91.370003,91.919998,91.919998,4134600
2019-12-27,92.290001,92.290001,91.680000,91.910004,91.910004,9666100
2019-12-30,91.889999,91.900002,90.680000,91.379997,91.379997,8245600
2019-12-31,91.070000,91.769997,90.949997,91.669998,91.669998,5800900
2020-01-02,92.500000,93.389999,92.320000,93.389999,93.389999,13283500
2020-01-03,92.029999,92.980003,92.019997,92.339996,92.339996,15011800
2020-01-06,91.419998,92.660004,91.250000,92.559998,92.559998,7815000
2020-01-07,92.720001,92.980003,92.379997,92.519997,92.519997,7681800
2020-01-08,92.620003,93.919998,92.449997,93.510002,93.510002,11627200
2020-01-09,94.370003,94.629997,93.889999,94.570000,94.570000,7777400
2020-01-10,94.980003,95.110001,94.190002,94.349998,94.349998,7665300
2020-01-13,94.779999,95.639999,94.730003,95.529999,95.529999,7762200
