date,open,high,low,close,volume,ticker
2015-01-15,101.43,101.59,99.53,99.65,51005416,QQQ
2015-01-16,99.52,100.95,99.36,100.82,35362210,QQQ
2015-01-20,101.43,101.88,100.29,101.62,30964056,QQQ
2015-01-21,101.32,102.62,100.96,102.14,40128772,QQQ
2015-01-22,102.54,104.14,101.64,104.03,40887168,QQQ
2015-01-23,104.02,104.58,103.72,104.26,34782992,QQQ
2015-01-26,104.14,104.33,103.61,104.14,19960870,QQQ
2015-01-27,102.5,102.56,101.1,101.44,45253205,QQQ
2015-01-28,103.07,103.18,100.9,100.92,43591675,QQQ
2015-01-29,100.84,102.08,99.96,101.89,46539734,QQQ
2015-01-30,101.8,102.58,100.96,101.1,42927638,QQQ
2015-02-02,101.33,102.07,99.75,101.98,43624654,QQQ
2015-02-03,102.35,103.03,101.68,102.96,30750360,QQQ
2015-02-04,102.54,103.55,102.31,102.87,34073211,QQQ
2015-02-05,103.13,103.83,102.87,103.76,23605516,QQQ
2015-02-06,103.92,104.17,102.76,103.13,34169256,QQQ
2015-02-09,102.73,103.29,102.55,102.8,22604655,QQQ
2015-02-10,103.37,104.54,103.21,104.4,23686531,QQQ
2015-02-11,104.52,105.02,104.32,104.78,20303617,QQQ
2015-02-12,105.46,106.04,105.3,106.0,22520295,QQQ
2015-02-13,106.3,106.93,106.1,106.91,29030249,QQQ
2015-02-17,106.91,107.08,106.64,107.01,17675344,QQQ
2015-02-18,106.88,107.22,106.74,107.16,15149619,QQQ
2015-02-19,107.09,107.76,107.06,107.69,19828113,QQQ
2015-02-20,107.62,108.47,107.28,108.41,28336710,QQQ
2015-02-23,108.35,108.55,108.11,108.52,17867968,QQQ
2015-02-24,108.38,108.73,108.05,108.6,19745011,QQQ
2015-02-25,108.44,108.86,108.09,108.33,19472341,QQQ
2015-02-26,108.44,108.94,108.14,108.88,22255476,QQQ
2015-02-27,108.84,108.91,108.23,108.4,27757584,QQQ
2015-03-02,108.61,109.42,108.59,109.38,22988645,QQQ
2015-03-03,109.05,109.16,108.18,108.87,20788924,QQQ
2015-03-04,108.51,108.67,107.86,108.45,21007420,QQQ
2015-03-05,108.73,108.97,108.19,108.64,15381039,QQQ
2015-03-06,108.5,108.71,107.14,107.41,30990366,QQQ
2015-03-09,107.63,107.99,107.19,107.72,26237101,QQQ
2015-03-10,106.95,106.98,105.72,105.72,34234496,QQQ
2015-03-11,105.88,106.01,105.07,105.11,25459733,QQQ
2015-03-12,105.03,105.92,104.96,105.8,21473171,QQQ
2015-03-13,105.7,106.12,104.68,105.34,42021103,QQQ
2015-03-16,105.73,106.74,105.62,106.7,25674085,QQQ
2015-03-17,106.41,107.04,106.16,106.87,19603813,QQQ
2015-03-18,106.58,108.41,106.03,107.92,40622188,QQQ
2015-03-19,108.03,108.38,107.87,108.08,31314035,QQQ
2015-03-20,108.72,109.07,108.51,108.53,31761404,QQQ
2015-03-23,108.47,108.77,108.28,108.32,17268507,QQQ
2015-03-24,108.31,108.81,107.91,107.93,22445280,QQQ
2015-03-25,108.1,108.2,105.42,105.46,41581435,QQQ
2015-03-26,104.59,105.7,104.24,105.1,47846276,QQQ
2015-03-27,105.08,105.77,104.92,105.52,33878385,QQQ
2015-03-30,106.16,106.82,106.16,106.73,30570196,QQQ
2015-03-31,106.43,106.65,105.57,105.6,30488101,QQQ
2015-04-01,105.6,105.62,104.37,105.05,32970452,QQQ
2015-04-02,105.15,105.46,104.78,105.12,19164241,QQQ
2015-04-06,104.5,106.27,104.34,105.98,24451142,QQQ
2015-04-07,105.92,106.7,105.8,105.8,19379381,QQQ
2015-04-08,105.84,106.79,105.83,106.64,25866907,QQQ
2015-04-09,106.59,107.35,106.23,107.31,23114727,QQQ
2015-04-10,107.27,107.76,107.03,107.75,17164343,QQQ
2015-04-13,107.83,108.38,107.36,107.48,17783465,QQQ
2015-04-14,107.37,107.68,106.56,107.17,23755747,QQQ
2015-04-15,107.45,108.07,107.32,107.84,21128576,QQQ
2015-04-16,107.55,107.88,107.4,107.69,16195279,QQQ
2015-04-17,106.66,106.95,105.55,106.01,46513964,QQQ
2015-04-20,106.54,107.79,106.5,107.6,28945909,QQQ
2015-04-21,108.22,108.41,107.93,108.06,22759772,QQQ
2015-04-22,108.34,108.83,107.64,108.65,21429190,QQQ
2015-04-23,108.28,109.55,108.26,109.06,29473221,QQQ
2015-04-24,110.21,110.69,110.03,110.54,32508127,QQQ
2015-04-27,110.95,111.16,110.02,110.26,31121321,QQQ
2015-04-28,110.34,110.55,109.11,110.04,36849221,QQQ
2015-04-29,109.43,110.07,108.75,109.35,34043905,QQQ
2015-04-30,108.73,109.17,107.06,107.63,44080546,QQQ
2015-05-01,108.05,109.12,108.03,109.05,32874307,QQQ
2015-05-04,109.4,109.91,109.17,109.23,23507259,QQQ
2015-05-05,108.8,109.0,107.4,107.45,47843265,QQQ
2015-05-06,107.64,107.95,106.0,106.71,42687150,QQQ
2015-05-07,106.68,107.65,106.6,107.35,29335806,QQQ
2015-05-08,108.46,108.92,108.3,108.69,33023337,QQQ
2015-05-11,108.76,108.98,108.19,108.27,19679255,QQQ
2015-05-12,107.63,108.33,106.8,107.78,33665017,QQQ
2015-05-13,108.25,108.81,107.84,108.0,20738434,QQQ
2015-05-14,108.88,109.67,108.48,109.58,23904233,QQQ
