,ds,yhat,yhat_lower,yhat_upper,Adj Close,difference,difference_pct
1211,2019-11-01,198.84171507128846,192.33450969257106,205.33211255593105,,,nan%
1212,2019-11-04,199.42946677567744,192.67068656151088,206.09706236564523,199.667114,0.2376472243225578,0.12%
1213,2019-11-05,199.77992534558425,193.06163668879762,206.86791430064136,199.77688600000002,-0.0030393455842272488,-0.00%
1214,2019-11-06,199.97090813407846,193.35703375573746,206.88679585172,199.32785,-0.6430581340784443,-0.32%
1215,2019-11-07,200.16149175573076,192.96058321783318,206.43109870520266,199.996399,-0.1650927557307682,-0.08%
1216,2019-11-08,200.25044404997982,193.72503738696776,207.02312907444167,200.79466200000002,0.5442179500201973,0.27%
1217,2019-11-11,200.56467119590968,194.00282891579002,207.60385496859104,200.525253,-0.03941819590968976,-0.02%
1218,2019-11-12,200.82936988780062,194.7209822008299,207.24817940300267,201.10398899999998,0.2746191121993604,0.14%
1219,2019-11-13,200.94072359994124,194.2921288938481,207.66166589150728,201.153885,0.21316140005876605,0.11%
1220,2019-11-14,201.05962868791403,194.104278718973,207.74689699587384,200.994232,-0.0653966879140171,-0.03%
1221,2019-11-15,201.08644476783442,193.9320974926249,208.28885630829697,202.471039,1.3845942321655684,0.68%
1222,2019-11-18,201.28313502285886,194.75039143926597,208.10501692684088,202.63069199999998,1.3475569771411244,0.67%
1223,2019-11-19,201.53382880444212,194.66590718417785,208.05134163631473,202.930038,1.3962091955578728,0.69%
1224,2019-11-20,201.6439752439725,194.2243394893593,208.18902230071328,201.712677,0.06870175602750805,0.03%
1225,2019-11-21,201.77404372628519,194.77407470651113,208.51940558618472,201.263657,-0.5103867262851907,-0.25%
1226,2019-11-22,201.8236072439703,195.16420944204205,208.5052575524207,201.393372,-0.43023524397028723,-0.21%
1227,2019-11-25,202.14527389568158,195.53779385922783,208.91307995736025,203.778198,1.6329241043184197,0.80%
1228,2019-11-26,202.4508966145108,195.4582263647721,209.35702936271198,204.167358,1.7164613854891968,0.84%
1229,2019-11-27,202.61925708348898,195.8360552067025,209.41379542252187,205.594254,2.9749969165110315,1.45%
1230,2019-11-29,202.91627797696202,196.49350051515916,209.3294869235494,204.656296,1.740018023037976,0.85%
1231,2019-12-02,203.3831715934776,196.62199392414846,210.12665905434943,202.56083700000002,-0.8223345934775921,-0.41%
1232,2019-12-03,203.7208512227736,197.0176926351373,210.58816447096004,200.974289,-2.746562222773605,-1.37%
1233,2019-12-04,203.91030189302276,197.09996467385923,211.08982210709732,201.992065,-1.9182368930227653,-0.95%
1234,2019-12-05,204.10854129461973,196.82397840599702,210.74714440415087,202.391205,-1.717336294619713,-0.85%
1235,2019-12-06,204.21199218772307,197.591269151398,210.9709237253597,204.55651899999998,0.34452681227691073,0.17%
1236,2019-12-09,204.58458157622488,197.43901581728178,211.7787345390086,203.628525,-0.9560565762248814,-0.47%
1237,2019-12-10,204.86461474731286,197.8462679701486,211.84580684159138,203.458893,-1.4057217473128674,-0.69%
1238,2019-12-11,204.98482947532233,197.59761506000737,211.96219750852944,204.536545,-0.44828447532233895,-0.22%
1239,2019-12-12,205.10372501551032,198.42243244381473,212.17902304822397,206.063248,0.9595229844896664,0.47%
1240,2019-12-13,205.11954280135663,198.24307229861338,211.61168027581488,206.741776,1.6222331986433574,0.78%
1241,2019-12-16,205.2017384780395,198.6578700249331,211.55464642385553,208.817276,3.615537521960505,1.73%
1242,2019-12-17,205.38416638437647,198.21848775844956,212.30884105330273,208.937012,3.5528456156235393,1.70%
1243,2019-12-18,205.41079133331556,198.646619007774,211.78906358770337,209.09668,3.685888666684434,1.76%
1244,2019-12-19,205.44275929200805,198.10398484641604,212.66000089624856,210.403839,4.961079707991956,2.36%
1245,2019-12-20,205.38085361936808,198.3651717566465,212.4720975565921,211.251999,5.87114538063193,2.78%
1246,2019-12-23,205.30749394336607,199.01182374771662,212.15472952948616,211.809998,6.5025040566339385,3.07%
1247,2019-12-24,205.46995571673455,198.95448999775775,212.91279669473658,211.919998,6.4500422832654465,3.04%
1248,2019-12-26,205.54335678583038,198.10622052350888,213.21952586546047,213.789993,8.246636214169627,3.86%
1249,2019-12-27,205.51701476766462,199.06140717234362,212.1507036080575,213.61000099999998,8.092986232335363,3.79%
1250,2019-12-30,205.6579233573985,198.2740989829869,212.5851236824984,212.210007,6.552083642601502,3.09%
1251,2019-12-31,205.92359109376184,199.1230673776062,212.8512292155036,212.61000099999998,6.68640990623814,3.14%
1252,2020-01-01,206.06429941923702,198.668561419192,213.14368983124348,,,nan%
1253,2020-01-02,206.2394239408631,199.32203231154512,213.39258659374613,216.16000400000001,9.92058005913691,4.59%
1254,2020-01-03,206.3472327770439,199.833700288383,213.74056948703307,214.17999300000002,7.832760222956125,3.66%
1255,2020-01-04,205.72709431014474,198.90115724471468,212.40243098673005,,,nan%
1256,2020-01-05,205.94613612724214,198.7600525455862,213.22185039808852,,,nan%
1257,2020-01-06,206.9073200862556,200.15247152857913,213.98800052092707,215.559998,8.652677913744412,4.01%
1258,2020-01-07,207.30797866454807,200.15547679935997,214.15589697600984,215.52999900000003,8.222020335451958,3.81%
1259,2020-01-08,207.57621638666015,200.4704980537154,214.51008342705492,217.149994,9.573777613339843,4.41%
1260,2020-01-09,207.86855458227114,200.46843761445228,215.14268344443937,218.99000499999997,11.121450417728823,5.08%
1261,2020-01-10,208.08064680871152,201.25951622837576,215.23761569477756,,,nan%
1262,2020-01-11,207.54955469820908,200.23130048283497,214.50924433385978,,,nan%
1263,2020-01-12,207.84046739649747,200.8397510966277,214.70322285519356,,,nan%
1264,2020-01-13,208.85482791131705,201.57622226500237,215.63751940985907,,,nan%
1265,2020-01-14,209.28891015070167,202.49769456413387,216.5875203354458,,,nan%
1266,2020-01-15,209.57024934891967,202.96403516735955,216.72872821034656,,,nan%
1267,2020-01-16,209.85530334074267,202.60547136029183,216.62984333037377,,,nan%
1268,2020-01-17,210.0401715575459,202.90099288813673,216.5540454038866,,,nan%
1269,2020-01-18,209.4628613865372,202.95968016689784,216.3405439437611,,,nan%
1270,2020-01-19,209.68998528584257,202.27949512238766,216.68073268074698,,,nan%
1271,2020-01-20,210.624852538851,203.32750196209312,218.39966397684597,,,nan%
1272,2020-01-21,210.96600031568852,204.46343800953065,218.183511841899,,,nan%
1273,2020-01-22,211.14356792675625,204.14261921457827,218.6399547552158,,,nan%
1274,2020-01-23,211.31689318275326,204.16162930025203,218.3056544296155,,,nan%
1275,2020-01-24,211.38515941583722,204.55186155452918,218.81332952447795,,,nan%
1276,2020-01-25,210.68958466626972,203.8652203594765,217.36119102264107,,,nan%
1277,2020-01-26,210.80003842208603,204.2570773600067,217.91719727828627,,,nan%
1278,2020-01-27,211.62305186816806,204.53154185725901,218.795322014463,,,nan%
1279,2020-01-28,211.86026840829604,204.8613749600565,219.4848731447852,,,nan%
1280,2020-01-29,211.9447404077553,205.1185342794522,219.06222495687092,,,nan%
1281,2020-01-30,212.0384530457259,204.41043497580472,219.62288441557558,,,nan%
