Date,Open,High,Low,Close,Adj Close,Volume
2019-11-01,107.870003,108.300003,107.870003,108.239998,107.285934,6939400
2019-11-04,108.400002,108.480003,108.360001,108.410004,107.454437,5326100
2019-11-05,108.449997,108.449997,108.160004,108.320000,107.365227,7222200
2019-11-06,108.290001,108.290001,108.099998,108.150002,107.196732,4547100
2019-11-07,108.220001,108.330002,108.110001,108.129997,107.176910,6431300
2019-11-08,108.089996,108.230003,107.959999,108.199997,107.246284,2706100
2019-11-11,108.059998,108.160004,108.019997,108.110001,107.157082,1778300
2019-11-12,108.129997,108.190002,108.029999,108.150002,107.196732,3315200
2019-11-13,108.010002,108.059998,107.959999,108.029999,107.077789,2929300
2019-11-14,108.019997,108.110001,107.930000,107.959999,107.008408,3280100
2019-11-15,108.070000,108.230003,108.019997,108.190002,107.236382,3145500
2019-11-18,108.150002,108.160004,108.050003,108.089996,107.137253,2035300
2019-11-19,108.010002,108.010002,107.730003,107.739998,106.790344,3677000
2019-11-20,107.650002,107.830002,107.510002,107.570000,106.621841,5564300
2019-11-21,107.629997,107.669998,107.440002,107.570000,106.621841,5716400
2019-11-22,107.680000,107.930000,107.599998,107.919998,106.968750,4277900
2019-11-25,107.940002,108.250000,107.940002,108.220001,107.266113,6408100
2019-11-26,108.250000,108.389999,108.220001,108.389999,107.434616,4894700
2019-11-27,108.379997,108.550003,108.309998,108.550003,107.593208,3474400
2019-11-29,108.489998,108.540001,108.309998,108.339996,107.385056,5548300
2019-12-02,107.889999,107.889999,107.510002,107.760002,107.295448,7956600
2019-12-03,107.559998,107.709999,107.410004,107.669998,107.205833,5832100
2019-12-04,107.730003,108.010002,107.669998,108.010002,107.544365,3382800
2019-12-05,108.059998,108.110001,107.870003,108.110001,107.643936,5643900
2019-12-06,108.230003,108.300003,108.209999,108.260002,107.793289,3434200
2019-12-09,108.309998,108.339996,108.269997,108.279999,107.813202,4112700
2019-12-10,108.320000,108.599998,108.239998,108.559998,108.091995,5871200
2019-12-11,108.610001,108.800003,108.500000,108.800003,108.330963,3168600
2019-12-12,108.839996,109.139999,108.820000,109.070000,108.599792,7141800
2019-12-13,109.150002,109.220001,109.050003,109.169998,108.699364,3485000
2019-12-16,109.320000,109.470001,109.300003,109.419998,108.948288,5543000
2019-12-17,109.449997,109.769997,109.449997,109.750000,109.276863,8310800
2019-12-18,109.809998,109.989998,109.800003,109.949997,109.475998,6949300
2019-12-19,109.949997,109.970001,109.750000,109.949997,109.475998,4793400
2019-12-20,109.580002,109.629997,109.250000,109.279999,109.279999,6365200
2019-12-23,109.309998,109.379997,109.279999,109.339996,109.339996,2285800
2019-12-24,109.370003,109.430000,109.300003,109.430000,109.430000,661400
2019-12-26,109.529999,109.610001,109.480003,109.599998,109.599998,1866100
2019-12-27,109.669998,109.669998,109.480003,109.550003,109.550003,1269100
2019-12-30,109.639999,109.639999,109.360001,109.459999,109.459999,4324700
2019-12-31,109.410004,109.550003,109.370003,109.540001,109.540001,4824800
2020-01-02,109.800003,109.980003,109.690002,109.980003,109.980003,5336600
2020-01-03,109.769997,109.949997,109.660004,109.900002,109.900002,4804500
2020-01-06,109.800003,109.839996,109.669998,109.830002,109.830002,4226400
2020-01-07,109.820000,109.849998,109.720001,109.750000,109.750000,3863800
2020-01-08,109.769997,109.940002,109.709999,109.839996,109.839996,5670300
2020-01-09,109.930000,110.120003,109.889999,110.089996,110.089996,2654600
2020-01-10,110.129997,110.160004,110.040001,110.129997,110.129997,4471300
2020-01-13,110.180000,110.220001,110.120003,110.169998,110.169998,4066500
2020-01-14,110.110001,110.279999,110.059998,110.120003,110.120003,5061000
