,ds,yhat,yhat_lower,yhat_upper,Adj Close,difference,difference_pct
1208,2019-11-01,108.73347626804275,107.15166196761392,110.43773844905034,107.28593400000001,-1.4475422680427386,-1.35%
1209,2019-11-04,108.49847078519251,106.82707500911394,110.13855146838159,107.45443700000001,-1.0440337851924966,-0.97%
1210,2019-11-05,108.47373140013393,106.82796078809338,110.16623495528032,107.365227,-1.1085044001339242,-1.03%
1211,2019-11-06,108.39244967654635,106.8064464580339,110.00777606550427,107.19673200000001,-1.1957176765463373,-1.12%
1212,2019-11-07,108.29119531856054,106.65241947906401,110.08850224200452,107.17691,-1.1142853185605333,-1.04%
1213,2019-11-08,108.22854965537495,106.47198060624565,109.94466733042633,107.246284,-0.9822656553749454,-0.92%
1214,2019-11-11,108.04499604956311,106.49483595899017,109.57407730173169,107.157082,-0.8879140495631077,-0.83%
1215,2019-11-12,108.05459311826516,106.39612182919436,109.70878936531112,107.19673200000001,-0.8578611182651485,-0.80%
1216,2019-11-13,108.0151777924294,106.27926400772074,109.60396310352054,107.077789,-0.9373887924294024,-0.88%
1217,2019-11-14,107.96242959240294,106.19498651038352,109.54171962922635,107.008408,-0.9540215924029383,-0.89%
1218,2019-11-15,107.95389732198338,106.20105175792392,109.53850952523307,107.236382,-0.7175153219833703,-0.67%
1219,2019-11-18,107.95437329224116,106.30783582872945,109.55562711805692,107.137253,-0.8171202922411567,-0.76%
1220,2019-11-19,108.02820793638456,106.4295076899026,109.73033767989246,106.79034399999999,-1.2378639363845707,-1.16%
1221,2019-11-20,108.05223824156806,106.39194427494972,109.57201546022687,106.62184099999999,-1.4303972415680732,-1.34%
1222,2019-11-21,108.06082197406012,106.42106651314444,109.75637602990234,106.62184099999999,-1.4389809740601294,-1.35%
1223,2019-11-22,108.11024346897774,106.41923832920172,109.76852916949447,106.96875,-1.1414934689777425,-1.07%
1224,2019-11-25,108.25312393393868,106.55960992311549,109.79753470458263,107.26611299999999,-0.9870109339386914,-0.92%
1225,2019-11-26,108.36087490573928,106.78608599544042,109.82856205835603,107.43461599999999,-0.9262589057392887,-0.86%
1226,2019-11-27,108.41091819903471,106.72663979004116,110.26227049092611,107.593208,-0.8177101990347069,-0.76%
1227,2019-11-29,108.49584264042947,106.92197555359667,110.13858922889081,107.385056,-1.1107866404294668,-1.03%
1228,2019-12-02,108.61639178083666,106.97067927310069,110.22473164162828,107.295448,-1.3209437808366715,-1.23%
1229,2019-12-03,108.70138842235893,107.18700428422494,110.2929597562102,107.20583300000001,-1.495555422358919,-1.40%
1230,2019-12-04,108.72215336234846,107.14250772224615,110.25809173032978,107.54436499999998,-1.1777883623484797,-1.10%
1231,2019-12-05,108.71356704289445,107.11481479719694,110.38359074076013,107.64393600000001,-1.0696310428944429,-0.99%
1232,2019-12-06,108.73276860286188,107.17643225065501,110.36772144558957,107.79328899999999,-0.9394796028618941,-0.87%
1233,2019-12-09,108.71972540355307,107.02808209503294,110.48216151662567,107.813202,-0.9065234035530665,-0.84%
